order_id,order_date,customer_id,cust_type,channel,region,category,product,qty,unit_price,revenue
INV-70613,2025-03-22,C1166,occasional,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71307,2025-03-22,C1361,champion,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70342,2025-03-22,C1093,champion,TikTok Shop,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71262,2025-03-22,C1358,champion,Tokopedia,Sumatera,Kecantikan,Toner Glow,2,88000,176000
INV-70979,2025-03-22,C1280,regular,Offline Store,Jabodetabek,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70168,2025-03-23,C1049,champion,Tokopedia,Jawa Barat,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-71542,2025-03-23,C1425,loyal,Tokopedia,Jawa Barat,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-71331,2025-03-23,C1367,regular,Tokopedia,Jawa Timur,Elektronik,Smartwatch,3,450000,1350000
INV-70900,2025-03-24,C1253,regular,Shopee,Sumatera,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70744,2025-03-24,C1208,onetime,Tokopedia,Jawa Tengah,Makanan,Granola 500g,2,92000,184000
INV-70826,2025-03-25,C1233,regular,Shopee,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70917,2025-03-25,C1259,onetime,Offline Store,Jabodetabek,Kecantikan,Masker Wajah (5s),2,55000,110000
INV-70750,2025-03-25,C1210,loyal,TikTok Shop,Sumatera,Fashion,Kaos Premium,1,95000,95000
INV-70151,2025-03-27,C1044,regular,Shopee,Jabodetabek,Fashion,Celana Chino,1,195000,195000
INV-71530,2025-03-27,C1420,regular,Tokopedia,Jawa Barat,Rumah Tangga,Organizer Laci,1,78000,78000
INV-70759,2025-03-27,C1212,occasional,Shopee,Sumatera,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70955,2025-04-01,C1271,regular,Shopee,Jawa Tengah,Kecantikan,Lip Tint,3,65000,195000
INV-71226,2025-04-01,C1348,loyal,Offline Store,Jabodetabek,Fashion,Dress Casual,1,225000,225000
INV-70762,2025-04-01,C1213,regular,Offline Store,Lainnya,Kecantikan,Masker Wajah (5s),4,55000,220000
INV-70501,2025-04-01,C1141,loyal,TikTok Shop,Jawa Tengah,Kecantikan,Serum Vit C,3,145000,435000
INV-70486,2025-04-01,C1139,champion,Tokopedia,Jawa Timur,Fashion,Celana Chino,2,195000,390000
INV-71341,2025-04-01,C1369,loyal,Tokopedia,Jawa Tengah,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70364,2025-04-01,C1101,regular,Shopee,Jawa Barat,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70281,2025-04-01,C1079,regular,TikTok Shop,Jawa Barat,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70474,2025-04-01,C1136,occasional,Tokopedia,Jabodetabek,Elektronik,Webcam HD,2,210000,420000
INV-71020,2025-04-01,C1290,loyal,Shopee,Sumatera,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70421,2025-04-03,C1118,onetime,Shopee,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70239,2025-04-03,C1068,onetime,Tokopedia,Jabodetabek,Elektronik,Webcam HD,3,210000,630000
INV-71380,2025-04-03,C1382,regular,Shopee,Jawa Tengah,Rumah Tangga,Diffuser Aroma,2,195000,390000
INV-70338,2025-04-03,C1093,champion,Tokopedia,Lainnya,Rumah Tangga,Organizer Laci,1,78000,78000
INV-71026,2025-04-04,C1292,regular,Shopee,Jawa Barat,Elektronik,Webcam HD,4,210000,840000
INV-70957,2025-04-04,C1272,regular,Tokopedia,Sumatera,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70134,2025-04-04,C1038,champion,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70735,2025-04-04,C1207,loyal,Shopee,Jawa Barat,Fashion,Dress Casual,2,225000,450000
INV-70088,2025-04-04,C1026,occasional,TikTok Shop,Jabodetabek,Elektronik,Webcam HD,2,210000,420000
INV-70428,2025-04-04,C1122,loyal,Offline Store,Jawa Timur,Rumah Tangga,Organizer Laci,1,78000,78000
INV-70152,2025-04-05,C1044,regular,TikTok Shop,Sumatera,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-71036,2025-04-05,C1294,loyal,Tokopedia,Sumatera,Elektronik,Earbuds TWS,4,265000,1060000
INV-70028,2025-04-05,C1006,regular,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70663,2025-04-05,C1181,onetime,TikTok Shop,Jabodetabek,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70570,2025-04-05,C1156,champion,TikTok Shop,Sumatera,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71059,2025-04-05,C1300,regular,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70412,2025-04-06,C1114,occasional,Tokopedia,Jabodetabek,Elektronik,Earbuds TWS,1,265000,265000
INV-71067,2025-04-06,C1301,regular,Offline Store,Jabodetabek,Elektronik,Power Bank 20K,1,185000,185000
INV-70250,2025-04-06,C1072,champion,Tokopedia,Sumatera,Elektronik,Keyboard Mekanik,3,380000,1140000
INV-70546,2025-04-07,C1150,champion,Tokopedia,Jabodetabek,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70722,2025-04-07,C1200,regular,Tokopedia,Jawa Barat,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70055,2025-04-07,C1015,occasional,Shopee,Lainnya,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71503,2025-04-07,C1412,champion,Offline Store,Jabodetabek,Elektronik,Keyboard Mekanik,3,380000,1140000
INV-71248,2025-04-07,C1352,loyal,Offline Store,Jawa Timur,Makanan,Madu Hutan 250ml,3,110000,330000
INV-70626,2025-04-07,C1170,champion,TikTok Shop,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-71090,2025-04-08,C1306,loyal,TikTok Shop,Lainnya,Elektronik,Webcam HD,1,210000,210000
INV-71191,2025-04-08,C1335,regular,TikTok Shop,Jabodetabek,Rumah Tangga,Organizer Laci,2,78000,156000
INV-71162,2025-04-08,C1329,regular,Offline Store,Jawa Timur,Rumah Tangga,Diffuser Aroma,2,195000,390000
INV-70690,2025-04-08,C1189,regular,Shopee,Lainnya,Fashion,Dress Casual,3,225000,675000
INV-70731,2025-04-08,C1206,regular,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-71401,2025-04-08,C1386,loyal,Offline Store,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70003,2025-04-08,C1000,loyal,TikTok Shop,Jawa Timur,Fashion,Dress Casual,2,225000,450000
INV-70266,2025-04-09,C1074,regular,Tokopedia,Jabodetabek,Makanan,Granola 500g,4,92000,368000
INV-71061,2025-04-09,C1300,regular,Shopee,Jabodetabek,Rumah Tangga,Organizer Laci,1,78000,78000
INV-70860,2025-04-10,C1242,regular,Tokopedia,Sumatera,Rumah Tangga,Karpet Bulu,1,240000,240000
INV-70763,2025-04-10,C1214,regular,Offline Store,Lainnya,Elektronik,Webcam HD,1,210000,210000
INV-70497,2025-04-10,C1139,champion,Shopee,Jawa Tengah,Elektronik,Keyboard Mekanik,2,380000,760000
INV-70362,2025-04-10,C1099,occasional,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70691,2025-04-10,C1190,onetime,Tokopedia,Jabodetabek,Fashion,Dress Casual,2,225000,450000
INV-71284,2025-04-11,C1358,champion,Offline Store,Jawa Timur,Elektronik,Webcam HD,4,210000,840000
INV-70432,2025-04-12,C1122,loyal,Tokopedia,Jawa Tengah,Kecantikan,Serum Vit C,2,145000,290000
INV-70813,2025-04-12,C1229,occasional,TikTok Shop,Jawa Timur,Makanan,Madu Hutan 250ml,1,110000,110000
INV-70006,2025-04-12,C1001,occasional,Shopee,Jabodetabek,Fashion,Celana Chino,1,195000,195000
INV-70784,2025-04-13,C1221,regular,Tokopedia,Jawa Timur,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71415,2025-04-13,C1392,loyal,Shopee,Jawa Tengah,Kecantikan,Serum Vit C,4,145000,580000
INV-70803,2025-04-13,C1225,regular,Tokopedia,Jawa Tengah,Kecantikan,Masker Wajah (5s),4,55000,220000
INV-71458,2025-04-13,C1403,regular,Offline Store,Jawa Barat,Elektronik,Power Bank 20K,1,185000,185000
INV-71124,2025-04-13,C1315,regular,Shopee,Jabodetabek,Elektronik,Power Bank 20K,4,185000,740000
INV-71153,2025-04-13,C1326,loyal,Shopee,Jawa Tengah,Fashion,Celana Chino,3,195000,585000
INV-70513,2025-04-14,C1142,champion,TikTok Shop,Lainnya,Fashion,Celana Chino,4,195000,780000
INV-70890,2025-04-14,C1249,regular,Tokopedia,Jabodetabek,Elektronik,Keyboard Mekanik,1,380000,380000
INV-70242,2025-04-14,C1069,loyal,Tokopedia,Lainnya,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71546,2025-04-15,C1425,loyal,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70437,2025-04-15,C1123,regular,Offline Store,Jabodetabek,Makanan,Granola 500g,1,92000,92000
INV-71170,2025-04-15,C1331,regular,Tokopedia,Sumatera,Elektronik,Webcam HD,1,210000,210000
INV-71306,2025-04-15,C1361,champion,Shopee,Jabodetabek,Makanan,Granola 500g,3,92000,276000
INV-71298,2025-04-16,C1359,champion,TikTok Shop,Lainnya,Elektronik,Power Bank 20K,1,185000,185000
INV-71172,2025-04-16,C1333,regular,Offline Store,Jabodetabek,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70041,2025-04-17,C1010,occasional,Shopee,Jabodetabek,Elektronik,Power Bank 20K,1,185000,185000
INV-71270,2025-04-17,C1358,champion,TikTok Shop,Jawa Barat,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70411,2025-04-17,C1113,loyal,Tokopedia,Sumatera,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-71041,2025-04-18,C1295,regular,Shopee,Jawa Barat,Makanan,Granola 500g,1,92000,92000
INV-70204,2025-04-18,C1057,regular,Tokopedia,Jawa Tengah,Makanan,Granola 500g,2,92000,184000
INV-70610,2025-04-18,C1165,regular,Shopee,Lainnya,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70169,2025-04-19,C1049,champion,Tokopedia,Jawa Barat,Elektronik,Smartwatch,2,450000,900000
INV-70994,2025-04-19,C1286,regular,Offline Store,Jawa Barat,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70503,2025-04-19,C1141,loyal,Offline Store,Jawa Timur,Elektronik,Power Bank 20K,2,185000,370000
INV-70905,2025-04-19,C1256,loyal,Shopee,Jabodetabek,Kecantikan,Masker Wajah (5s),4,55000,220000
INV-70758,2025-04-20,C1212,occasional,Offline Store,Jabodetabek,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70993,2025-04-20,C1286,regular,Shopee,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70217,2025-04-20,C1060,loyal,Tokopedia,Jawa Timur,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-71391,2025-04-20,C1385,regular,Tokopedia,Lainnya,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70880,2025-04-21,C1247,champion,Tokopedia,Jabodetabek,Elektronik,Power Bank 20K,4,185000,740000
INV-71080,2025-04-21,C1304,regular,Shopee,Jawa Tengah,Elektronik,Power Bank 20K,3,185000,555000
INV-70604,2025-04-21,C1162,regular,Shopee,Lainnya,Elektronik,Webcam HD,2,210000,420000
INV-71138,2025-04-21,C1322,loyal,TikTok Shop,Jawa Tengah,Kecantikan,Masker Wajah (5s),2,55000,110000
INV-70940,2025-04-22,C1265,loyal,Shopee,Jabodetabek,Makanan,Madu Hutan 250ml,2,110000,220000
INV-71515,2025-04-22,C1415,regular,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71032,2025-04-22,C1294,loyal,Shopee,Jawa Timur,Elektronik,Power Bank 20K,2,185000,370000
INV-71498,2025-04-22,C1412,champion,Shopee,Jawa Barat,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70971,2025-04-22,C1279,loyal,Tokopedia,Jabodetabek,Elektronik,Webcam HD,2,210000,420000
INV-71315,2025-04-22,C1364,champion,TikTok Shop,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70339,2025-04-22,C1093,champion,Offline Store,Jabodetabek,Fashion,Dress Casual,1,225000,225000
INV-70788,2025-04-22,C1222,loyal,Tokopedia,Jawa Barat,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71489,2025-04-22,C1409,loyal,Shopee,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70898,2025-04-23,C1252,regular,Shopee,Sumatera,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70780,2025-04-23,C1220,loyal,Tokopedia,Jawa Tengah,Elektronik,Keyboard Mekanik,1,380000,380000
INV-70374,2025-04-23,C1108,occasional,Tokopedia,Sumatera,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70861,2025-04-24,C1242,regular,TikTok Shop,Jabodetabek,Elektronik,Webcam HD,2,210000,420000
INV-71167,2025-04-24,C1330,regular,Shopee,Jabodetabek,Elektronik,Webcam HD,3,210000,630000
INV-70433,2025-04-24,C1122,loyal,Tokopedia,Lainnya,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71431,2025-04-25,C1394,loyal,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70943,2025-04-25,C1266,onetime,Shopee,Lainnya,Elektronik,Smartwatch,2,450000,900000
INV-71247,2025-04-25,C1352,loyal,Offline Store,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70371,2025-04-26,C1105,regular,Tokopedia,Lainnya,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70939,2025-04-26,C1265,loyal,Shopee,Jawa Barat,Makanan,Madu Hutan 250ml,1,110000,110000
INV-71455,2025-04-26,C1402,occasional,Tokopedia,Jawa Tengah,Rumah Tangga,Diffuser Aroma,4,195000,780000
INV-70263,2025-04-26,C1074,regular,Tokopedia,Sumatera,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70793,2025-04-26,C1222,loyal,Offline Store,Jawa Barat,Elektronik,Smartwatch,2,450000,900000
INV-70401,2025-04-27,C1112,loyal,Shopee,Lainnya,Rumah Tangga,Organizer Laci,1,78000,78000
INV-70606,2025-04-27,C1163,occasional,Offline Store,Jawa Barat,Kecantikan,Masker Wajah (5s),3,55000,165000
INV-71509,2025-04-27,C1414,occasional,TikTok Shop,Sumatera,Fashion,Jaket Denim,2,320000,640000
INV-71290,2025-04-27,C1359,champion,Tokopedia,Jawa Timur,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70215,2025-04-27,C1060,loyal,Tokopedia,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70335,2025-04-27,C1092,occasional,Offline Store,Jabodetabek,Fashion,Dress Casual,3,225000,675000
INV-71007,2025-04-27,C1287,champion,Shopee,Jabodetabek,Kecantikan,Masker Wajah (5s),4,55000,220000
INV-70393,2025-05-01,C1111,champion,Shopee,Sumatera,Elektronik,Webcam HD,2,210000,420000
INV-70359,2025-05-01,C1099,occasional,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70502,2025-05-01,C1141,loyal,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71337,2025-05-02,C1369,loyal,Offline Store,Jabodetabek,Elektronik,Keyboard Mekanik,4,380000,1520000
INV-70797,2025-05-02,C1223,loyal,Shopee,Jawa Barat,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70973,2025-05-02,C1279,loyal,Shopee,Jabodetabek,Elektronik,Power Bank 20K,4,185000,740000
INV-71158,2025-05-02,C1327,regular,Shopee,Sumatera,Rumah Tangga,Organizer Laci,2,78000,156000
INV-71141,2025-05-03,C1322,loyal,Shopee,Sumatera,Rumah Tangga,Organizer Laci,1,78000,78000
INV-70934,2025-05-03,C1262,regular,TikTok Shop,Jawa Barat,Elektronik,Power Bank 20K,1,185000,185000
INV-70586,2025-05-03,C1159,regular,Offline Store,Sumatera,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70294,2025-05-03,C1083,loyal,TikTok Shop,Sumatera,Elektronik,Webcam HD,4,210000,840000
INV-71282,2025-05-04,C1358,champion,Offline Store,Jabodetabek,Rumah Tangga,Organizer Laci,2,78000,156000
INV-71178,2025-05-04,C1334,champion,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70083,2025-05-04,C1025,loyal,Shopee,Jawa Barat,Rumah Tangga,Diffuser Aroma,1,195000,195000
INV-70343,2025-05-04,C1093,champion,Offline Store,Jabodetabek,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70841,2025-05-04,C1237,champion,Shopee,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70196,2025-05-05,C1056,loyal,Shopee,Lainnya,Elektronik,Power Bank 20K,1,185000,185000
INV-70323,2025-05-05,C1090,champion,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70576,2025-05-06,C1157,loyal,Shopee,Jawa Timur,Elektronik,Power Bank 20K,1,185000,185000
INV-70403,2025-05-06,C1112,loyal,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70865,2025-05-06,C1244,regular,Tokopedia,Jawa Barat,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70977,2025-05-07,C1280,regular,Tokopedia,Jawa Tengah,Fashion,Kemeja Linen,4,185000,740000
INV-71554,2025-05-07,C1428,loyal,Offline Store,Jabodetabek,Rumah Tangga,Diffuser Aroma,2,195000,390000
INV-70077,2025-05-07,C1025,loyal,Tokopedia,Sumatera,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70450,2025-05-08,C1128,occasional,Shopee,Lainnya,Elektronik,Webcam HD,3,210000,630000
INV-71395,2025-05-08,C1386,loyal,Tokopedia,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70259,2025-05-09,C1072,champion,Tokopedia,Jawa Tengah,Fashion,Celana Chino,2,195000,390000
INV-70590,2025-05-09,C1160,occasional,Shopee,Jawa Barat,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70308,2025-05-09,C1087,loyal,Shopee,Jawa Tengah,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70894,2025-05-10,C1251,regular,Shopee,Jabodetabek,Makanan,Granola 500g,1,92000,92000
INV-71405,2025-05-10,C1387,onetime,Offline Store,Jabodetabek,Fashion,Celana Chino,1,195000,195000
INV-70224,2025-05-10,C1063,occasional,Shopee,Jawa Timur,Elektronik,Earbuds TWS,1,265000,265000
INV-71366,2025-05-10,C1377,champion,Offline Store,Jabodetabek,Rumah Tangga,Diffuser Aroma,4,195000,780000
INV-70558,2025-05-11,C1153,loyal,TikTok Shop,Jabodetabek,Elektronik,Smartwatch,1,450000,450000
INV-70025,2025-05-12,C1005,occasional,Offline Store,Jawa Barat,Elektronik,Power Bank 20K,4,185000,740000
INV-71303,2025-05-13,C1361,champion,Shopee,Jabodetabek,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-71334,2025-05-14,C1368,regular,Tokopedia,Jawa Barat,Fashion,Celana Chino,3,195000,585000
INV-70394,2025-05-14,C1111,champion,Offline Store,Jabodetabek,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70253,2025-05-15,C1072,champion,Shopee,Jawa Barat,Rumah Tangga,Karpet Bulu,2,240000,480000
INV-71551,2025-05-15,C1427,occasional,Offline Store,Jabodetabek,Rumah Tangga,Lampu Meja LED,1,165000,165000
INV-70817,2025-05-16,C1231,loyal,Shopee,Jabodetabek,Fashion,Celana Chino,2,195000,390000
INV-70721,2025-05-16,C1200,regular,TikTok Shop,Jawa Tengah,Makanan,Madu Hutan 250ml,2,110000,220000
INV-71497,2025-05-16,C1412,champion,Offline Store,Jawa Barat,Elektronik,Webcam HD,1,210000,210000
INV-70662,2025-05-17,C1180,occasional,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70901,2025-05-17,C1253,regular,Shopee,Sumatera,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70897,2025-05-17,C1252,regular,Shopee,Jawa Tengah,Kecantikan,Masker Wajah (5s),2,55000,110000
INV-71104,2025-05-17,C1310,loyal,Tokopedia,Jawa Barat,Elektronik,Webcam HD,4,210000,840000
INV-70552,2025-05-18,C1151,regular,Tokopedia,Jabodetabek,Kecantikan,Serum Vit C,2,145000,290000
INV-70992,2025-05-18,C1286,regular,TikTok Shop,Jawa Timur,Elektronik,Webcam HD,3,210000,630000
INV-70292,2025-05-18,C1083,loyal,Tokopedia,Jabodetabek,Fashion,Kemeja Linen,4,185000,740000
INV-70331,2025-05-18,C1090,champion,Tokopedia,Jabodetabek,Fashion,Celana Chino,1,195000,195000
INV-70974,2025-05-19,C1279,loyal,TikTok Shop,Lainnya,Fashion,Dress Casual,1,225000,225000
INV-70005,2025-05-19,C1001,occasional,Shopee,Jabodetabek,Elektronik,Webcam HD,3,210000,630000
INV-71353,2025-05-19,C1373,occasional,TikTok Shop,Jabodetabek,Elektronik,Smartwatch,3,450000,1350000
INV-70796,2025-05-19,C1223,loyal,Shopee,Jawa Barat,Makanan,Granola 500g,4,92000,368000
INV-70498,2025-05-19,C1140,onetime,Offline Store,Jabodetabek,Elektronik,Power Bank 20K,1,185000,185000
INV-70111,2025-05-19,C1033,regular,TikTok Shop,Jabodetabek,Rumah Tangga,Organizer Laci,1,78000,78000
INV-70164,2025-05-19,C1049,champion,Shopee,Jawa Timur,Makanan,Granola 500g,1,92000,92000
INV-70304,2025-05-19,C1085,occasional,Tokopedia,Jawa Barat,Rumah Tangga,Organizer Laci,4,78000,312000
INV-71539,2025-05-19,C1424,loyal,TikTok Shop,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70976,2025-05-20,C1279,loyal,TikTok Shop,Jawa Timur,Rumah Tangga,Organizer Laci,2,78000,156000
INV-71414,2025-05-20,C1392,loyal,Shopee,Jawa Barat,Makanan,Granola 500g,1,92000,92000
INV-71424,2025-05-21,C1393,regular,Shopee,Jabodetabek,Elektronik,Power Bank 20K,1,185000,185000
INV-70105,2025-05-21,C1029,champion,Offline Store,Jawa Barat,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70201,2025-05-21,C1057,regular,Shopee,Lainnya,Makanan,Granola 500g,2,92000,184000
INV-71174,2025-05-21,C1333,regular,Offline Store,Jawa Tengah,Elektronik,Smartwatch,2,450000,900000
INV-70932,2025-05-22,C1261,champion,Shopee,Lainnya,Makanan,Granola 500g,2,92000,184000
INV-70960,2025-05-22,C1273,loyal,TikTok Shop,Jawa Tengah,Kecantikan,Masker Wajah (5s),4,55000,220000
INV-70542,2025-05-23,C1150,champion,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70956,2025-05-23,C1271,regular,TikTok Shop,Jabodetabek,Rumah Tangga,Organizer Laci,1,78000,78000
INV-71261,2025-05-23,C1358,champion,Shopee,Jawa Timur,Rumah Tangga,Organizer Laci,1,78000,78000
INV-70634,2025-05-23,C1173,loyal,Shopee,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70781,2025-05-23,C1220,loyal,Offline Store,Jawa Tengah,Fashion,Dress Casual,4,225000,900000
INV-70391,2025-05-23,C1111,champion,Offline Store,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70170,2025-05-23,C1049,champion,Tokopedia,Jabodetabek,Elektronik,Power Bank 20K,1,185000,185000
INV-71122,2025-05-24,C1315,regular,TikTok Shop,Jawa Barat,Elektronik,Power Bank 20K,1,185000,185000
INV-70856,2025-05-24,C1240,loyal,TikTok Shop,Jawa Tengah,Makanan,Granola 500g,2,92000,184000
INV-70280,2025-05-24,C1079,regular,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70379,2025-05-25,C1110,loyal,TikTok Shop,Sumatera,Rumah Tangga,Organizer Laci,1,78000,78000
INV-70799,2025-05-25,C1224,regular,Offline Store,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70185,2025-05-25,C1052,regular,Shopee,Jawa Barat,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71433,2025-05-25,C1394,loyal,TikTok Shop,Lainnya,Elektronik,Power Bank 20K,1,185000,185000
INV-71188,2025-05-25,C1334,champion,Shopee,Jabodetabek,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70907,2025-05-25,C1256,loyal,Tokopedia,Jawa Tengah,Fashion,Celana Chino,2,195000,390000
INV-70161,2025-05-25,C1048,occasional,Offline Store,Sumatera,Kecantikan,Serum Vit C,1,145000,145000
INV-70878,2025-05-26,C1246,champion,Offline Store,Lainnya,Fashion,Celana Chino,3,195000,585000
INV-71473,2025-05-27,C1406,regular,Offline Store,Jawa Barat,Elektronik,Webcam HD,1,210000,210000
INV-70444,2025-05-27,C1125,regular,Shopee,Jabodetabek,Kecantikan,Toner Glow,1,88000,88000
INV-70375,2025-05-27,C1109,occasional,Tokopedia,Sumatera,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-71129,2025-05-27,C1320,occasional,TikTok Shop,Jawa Timur,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70672,2025-05-27,C1184,loyal,Offline Store,Jawa Timur,Makanan,Granola 500g,4,92000,368000
INV-70620,2025-05-27,C1170,champion,TikTok Shop,Jabodetabek,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70458,2025-06-01,C1130,loyal,Tokopedia,Jabodetabek,Kecantikan,Masker Wajah (5s),3,55000,165000
INV-70098,2025-06-01,C1029,champion,TikTok Shop,Jawa Barat,Rumah Tangga,Karpet Bulu,4,240000,960000
INV-70052,2025-06-01,C1012,loyal,Shopee,Jawa Timur,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70136,2025-06-01,C1039,loyal,Tokopedia,Jabodetabek,Rumah Tangga,Organizer Laci,4,78000,312000
INV-71227,2025-06-02,C1348,loyal,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71100,2025-06-03,C1309,regular,TikTok Shop,Jawa Barat,Fashion,Dress Casual,1,225000,225000
INV-70011,2025-06-03,C1002,loyal,TikTok Shop,Jabodetabek,Elektronik,Webcam HD,2,210000,420000
INV-70701,2025-06-03,C1195,champion,Shopee,Jawa Barat,Fashion,Celana Chino,4,195000,780000
INV-70121,2025-06-04,C1038,champion,Shopee,Jawa Barat,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70183,2025-06-04,C1052,regular,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70431,2025-06-05,C1122,loyal,Shopee,Jabodetabek,Rumah Tangga,Diffuser Aroma,2,195000,390000
INV-70568,2025-06-05,C1156,champion,TikTok Shop,Jawa Tengah,Kecantikan,Lip Tint,1,65000,65000
